term_str,n,p,i,n_chars,max_pos,n_pos,stop,p_stem,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
vivid,12,2.061694843735557e-06,18.88773775747597,5,NN,2,0,vivid,0,0,0,0,1,0,1,0,0,0,1
collapse,12,2.061694843735557e-06,18.88773775747597,8,NN,2,0,collaps,0,0,1,1,0,1,0,1,0,0,-1
picket,12,2.061694843735557e-06,18.88773775747597,6,NN,3,0,picket,1,1,0,1,0,1,0,0,0,0,-1
degeneracy,12,2.061694843735557e-06,18.88773775747597,10,NN,1,0,degeneraci,1,0,1,0,0,1,0,1,0,0,-1
govern,12,2.061694843735557e-06,18.88773775747597,6,VBP,2,0,govern,0,0,0,0,0,0,1,0,0,1,1
fun,12,2.061694843735557e-06,18.88773775747597,3,NN,1,0,fun,0,1,0,0,1,0,1,0,0,0,1
lessen,12,2.061694843735557e-06,18.88773775747597,6,VB,1,0,lessen,0,1,0,0,0,1,0,0,0,0,-1
modest,12,2.061694843735557e-06,18.88773775747597,6,JJ,1,0,modest,0,0,0,0,0,0,1,0,0,1,1
abundant,12,2.061694843735557e-06,18.88773775747597,8,JJ,1,0,abund,0,0,0,0,1,0,1,0,0,0,1
purity,12,2.061694843735557e-06,18.88773775747597,6,NN,1,0,puriti,0,0,0,0,0,0,1,0,1,0,1
synonymous,12,2.061694843735557e-06,18.88773775747597,10,JJ,1,0,synonym,0,0,0,1,0,1,1,0,0,1,0
discomfort,12,2.061694843735557e-06,18.88773775747597,10,NN,2,0,discomfort,0,0,0,0,0,1,0,1,0,0,-1
forearm,12,2.061694843735557e-06,18.88773775747597,7,NN,2,0,forearm,1,1,0,0,0,0,0,0,0,0,0
accident,12,2.061694843735557e-06,18.88773775747597,8,NN,2,0,accid,0,0,0,1,0,1,0,1,1,0,-1
assured,12,2.061694843735557e-06,18.88773775747597,7,VBN,2,0,assur,0,0,0,0,0,0,1,0,0,1,1
unimportant,12,2.061694843735557e-06,18.88773775747597,11,JJ,1,0,unimport,0,0,0,0,0,1,0,1,0,0,-1
accord,11,1.8898869400909277e-06,19.013268639559833,6,NN,3,0,accord,0,0,0,0,0,0,1,0,0,1,1
aberration,11,1.8898869400909277e-06,19.013268639559833,10,NN,1,0,aberr,0,0,1,0,0,1,0,0,0,0,-1
paddle,11,1.8898869400909277e-06,19.013268639559833,6,NN,2,0,paddl,0,1,0,0,0,0,1,0,0,0,1
forcibly,11,1.8898869400909277e-06,19.013268639559833,8,RB,1,0,forcibl,1,0,0,1,0,1,0,0,0,0,-1
meaningless,11,1.8898869400909277e-06,19.013268639559833,11,JJ,4,0,meaningless,0,0,0,0,0,1,0,1,0,0,-1
warn,11,1.8898869400909277e-06,19.013268639559833,4,VB,4,0,warn,0,1,0,1,0,1,0,0,1,1,-1
credibility,11,1.8898869400909277e-06,19.013268639559833,11,NN,1,0,credibl,0,0,0,0,0,0,1,0,0,1,1
losing,11,1.8898869400909277e-06,19.013268639559833,6,VBG,1,0,lose,1,0,0,0,0,1,0,1,0,0,-1
frank,11,1.8898869400909277e-06,19.013268639559833,5,VBD,2,0,frank,0,0,0,0,0,0,1,0,0,1,1
toxin,11,1.8898869400909277e-06,19.013268639559833,5,NN,1,0,toxin,0,0,0,1,0,1,0,0,0,0,-1
defense,11,1.8898869400909277e-06,19.013268639559833,7,NN,1,0,defens,1,1,0,1,0,0,1,0,0,0,1
impurity,11,1.8898869400909277e-06,19.013268639559833,8,NN,2,0,impur,0,0,1,0,0,1,0,0,0,0,-1
olfactory,11,1.8898869400909277e-06,19.013268639559833,9,JJ,2,0,olfactori,0,1,0,0,0,1,0,0,0,0,-1
alerts,11,1.8898869400909277e-06,19.013268639559833,6,VBZ,2,0,alert,0,1,0,1,0,0,0,0,1,0,0
assurance,11,1.8898869400909277e-06,19.013268639559833,9,NN,1,0,assur,0,0,0,0,0,0,1,0,0,1,1
mosquito,11,1.8898869400909277e-06,19.013268639559833,8,NN,1,0,mosquito,1,0,1,0,0,1,0,0,0,0,-1
grasping,11,1.8898869400909277e-06,19.013268639559833,8,VBG,2,0,grasp,0,1,0,0,0,1,0,0,0,0,-1
danger,11,1.8898869400909277e-06,19.013268639559833,6,NN,1,0,danger,0,0,0,1,0,1,0,1,0,0,-1
impending,11,1.8898869400909277e-06,19.013268639559833,9,JJ,1,0,impend,0,1,0,1,0,0,0,0,0,0,0
petroleum,11,1.8898869400909277e-06,19.013268639559833,9,NN,1,0,petroleum,0,0,1,0,0,1,1,0,0,0,0
god,11,1.8898869400909277e-06,19.013268639559833,3,NN,3,0,god,0,1,0,1,1,0,1,0,0,1,1
happiness,11,1.8898869400909277e-06,19.013268639559833,9,NN,2,0,happi,0,1,0,0,1,0,1,0,0,0,1
sting,10,1.7180790364462977e-06,19.150772163309767,5,VBG,3,0,sting,1,0,0,1,0,1,0,0,0,0,-1
advise,10,1.7180790364462977e-06,19.150772163309767,6,VB,5,0,advis,0,0,0,0,0,0,1,0,0,1,1
storm,10,1.7180790364462977e-06,19.150772163309767,5,NN,4,0,storm,1,0,0,0,0,1,0,0,0,0,-1
attainable,10,1.7180790364462977e-06,19.150772163309767,10,JJ,1,0,attain,0,1,0,0,0,0,1,0,0,0,1
possession,10,1.7180790364462977e-06,19.150772163309767,10,NN,1,0,possess,1,0,1,1,0,1,0,0,0,0,-1
strike,10,1.7180790364462977e-06,19.150772163309767,6,NN,2,0,strike,1,0,0,0,0,1,0,0,0,0,-1
leukemia,10,1.7180790364462977e-06,19.150772163309767,8,NN,1,0,leukemia,1,0,0,1,0,1,0,1,0,0,-1
congress,10,1.7180790364462977e-06,19.150772163309767,8,NN,2,0,congress,0,0,1,0,0,0,0,0,0,1,0
discretion,10,1.7180790364462977e-06,19.150772163309767,10,NN,1,0,discret,0,1,0,0,0,0,1,0,0,1,1
sadness,10,1.7180790364462977e-06,19.150772163309767,7,NN,2,0,sad,0,0,0,0,0,1,0,1,0,1,-1
fulfill,10,1.7180790364462977e-06,19.150772163309767,7,VB,3,0,fulfil,0,0,0,0,1,0,1,0,0,0,1
commanding,10,1.7180790364462977e-06,19.150772163309767,10,VBG,1,0,command,0,0,0,0,0,0,1,0,0,1,1
beer,10,1.7180790364462977e-06,19.150772163309767,4,NN,1,0,beer,0,0,0,0,1,0,1,0,0,0,1
contributor,10,1.7180790364462977e-06,19.150772163309767,11,NN,1,0,contributor,0,0,0,0,0,0,1,0,0,1,1
misleading,10,1.7180790364462977e-06,19.150772163309767,10,VBG,3,0,mislead,1,0,1,0,0,1,0,0,0,0,-1
warp,10,1.7180790364462977e-06,19.150772163309767,4,JJ,3,0,warp,1,0,0,0,0,1,0,1,0,0,-1
stab,9,1.546271132801668e-06,19.302775256754817,4,NN,1,0,stab,1,0,0,1,0,1,0,1,1,0,-1
lord,9,1.546271132801668e-06,19.302775256754817,4,NN,1,0,lord,0,0,1,0,0,1,1,0,0,1,0
shoulder,9,1.546271132801668e-06,19.302775256754817,8,NN,1,0,shoulder,0,0,0,0,0,0,1,0,0,1,1
illuminate,9,1.546271132801668e-06,19.302775256754817,10,VB,2,0,illumin,0,1,0,0,1,0,1,0,1,0,1
agreed,9,1.546271132801668e-06,19.302775256754817,6,VBN,3,0,agre,0,0,0,0,0,0,1,0,0,1,1
strengthening,9,1.546271132801668e-06,19.302775256754817,13,VBG,2,0,strengthen,0,0,0,0,1,0,1,0,0,1,1
intrusive,9,1.546271132801668e-06,19.302775256754817,9,JJ,2,0,intrus,1,0,1,1,0,1,0,0,1,0,-1
synergistic,9,1.546271132801668e-06,19.302775256754817,11,JJ,1,0,synergist,0,0,0,0,0,0,1,0,0,1,1
threatening,9,1.546271132801668e-06,19.302775256754817,11,VBG,2,0,threaten,1,0,1,1,0,1,0,0,0,0,-1
diseased,9,1.546271132801668e-06,19.302775256754817,8,VBN,3,0,diseas,0,0,1,1,0,1,0,1,0,0,-1
insult,9,1.546271132801668e-06,19.302775256754817,6,NN,1,0,insult,1,0,1,0,0,1,0,1,1,0,-1
fatal,9,1.546271132801668e-06,19.302775256754817,5,JJ,2,0,fatal,1,0,0,1,0,1,0,1,0,0,-1
authentic,9,1.546271132801668e-06,19.302775256754817,9,JJ,1,0,authent,0,0,0,0,1,0,1,0,0,1,1
secretion,9,1.546271132801668e-06,19.302775256754817,9,NN,1,0,secret,0,0,1,0,0,1,0,0,0,0,-1
traumatic,9,1.546271132801668e-06,19.302775256754817,9,JJ,1,0,traumat,1,0,0,1,0,1,0,1,0,0,-1
definitive,9,1.546271132801668e-06,19.302775256754817,10,JJ,1,0,definit,0,0,0,0,0,0,1,0,0,1,1
wan,9,1.546271132801668e-06,19.302775256754817,3,NN,4,0,wan,0,0,0,1,0,1,0,1,0,0,-1
police,9,1.546271132801668e-06,19.302775256754817,6,NN,3,0,polic,0,0,0,1,0,0,1,0,0,1,1
benign,9,1.546271132801668e-06,19.302775256754817,6,NN,2,0,benign,0,0,0,0,1,0,1,0,0,0,1
inferior,9,1.546271132801668e-06,19.302775256754817,8,JJ,2,0,inferior,0,0,0,0,0,1,0,1,0,0,-1
fasting,9,1.546271132801668e-06,19.302775256754817,7,VBG,2,0,fast,0,0,0,0,0,1,0,1,0,0,-1
punishment,9,1.546271132801668e-06,19.302775256754817,10,NN,2,0,punish,1,0,1,1,0,1,0,0,0,0,-1
raid,9,1.546271132801668e-06,19.302775256754817,4,NN,1,0,raid,1,0,0,1,0,1,0,0,1,0,-1
withstand,9,1.546271132801668e-06,19.302775256754817,9,VB,1,0,withstand,0,1,0,1,0,0,1,0,0,0,1
corruption,9,1.546271132801668e-06,19.302775256754817,10,NN,1,0,corrupt,0,0,1,0,0,1,0,0,0,0,-1
counselor,9,1.546271132801668e-06,19.302775256754817,9,NN,1,0,counselor,0,0,0,0,0,0,1,0,0,1,1
unreliable,9,1.546271132801668e-06,19.302775256754817,10,JJ,1,0,unreli,0,0,0,0,0,1,0,0,0,1,-1
succeed,9,1.546271132801668e-06,19.302775256754817,7,VB,1,0,succeed,0,1,0,0,1,0,1,0,1,1,1
wasting,9,1.546271132801668e-06,19.302775256754817,7,VBG,2,0,wast,0,0,1,1,0,1,0,1,0,0,-1
stain,9,1.546271132801668e-06,19.302775256754817,5,NN,3,0,stain,0,0,1,0,0,1,0,0,0,0,-1
rescue,9,1.546271132801668e-06,19.302775256754817,6,NN,2,0,rescu,0,1,0,0,1,0,1,0,1,1,1
embrace,9,1.546271132801668e-06,19.302775256754817,7,VB,2,0,embrac,0,1,0,0,1,0,1,0,1,1,1
battle,9,1.546271132801668e-06,19.302775256754817,6,NN,1,0,battl,1,0,0,0,0,1,0,0,0,0,-1
authorization,8,1.3744632291570383e-06,19.47270025819713,13,NN,1,0,author,0,0,0,0,0,0,1,0,0,1,1
disagree,8,1.3744632291570383e-06,19.47270025819713,8,VBP,4,0,disagre,1,0,0,0,0,1,0,0,0,0,-1
joy,8,1.3744632291570383e-06,19.47270025819713,3,NN,1,0,joy,0,0,0,0,1,0,1,0,0,0,1
grit,8,1.3744632291570383e-06,19.47270025819713,4,NN,1,0,grit,0,0,0,0,0,0,1,0,0,1,1
mistake,8,1.3744632291570383e-06,19.47270025819713,7,NN,2,0,mistak,0,0,0,0,0,1,0,1,0,0,-1
punch,8,1.3744632291570383e-06,19.47270025819713,5,NN,3,0,punch,1,0,0,1,0,1,0,1,1,0,-1
chirp,8,1.3744632291570383e-06,19.47270025819713,5,JJ,2,0,chirp,0,0,0,0,1,0,1,0,0,0,1
painful,8,1.3744632291570383e-06,19.47270025819713,7,JJ,1,0,pain,1,0,1,1,0,1,0,1,0,0,-1
harmony,8,1.3744632291570383e-06,19.47270025819713,7,NN,2,0,harmoni,0,0,0,0,1,0,1,0,0,1,1
swine,8,1.3744632291570383e-06,19.47270025819713,5,NN,3,0,swine,0,0,1,0,0,1,0,0,0,0,-1
endless,8,1.3744632291570383e-06,19.47270025819713,7,JJ,3,0,endless,1,0,0,1,1,1,1,1,0,1,0
cumbersome,8,1.3744632291570383e-06,19.47270025819713,10,JJ,2,0,cumbersom,0,0,0,0,0,1,0,1,0,0,-1
notable,8,1.3744632291570383e-06,19.47270025819713,7,JJ,1,0,notabl,0,0,0,0,1,0,1,0,0,1,1
invasion,8,1.3744632291570383e-06,19.47270025819713,8,NN,2,0,invas,1,0,0,0,0,1,0,0,0,0,-1
distress,8,1.3744632291570383e-06,19.47270025819713,8,NN,1,0,distress,1,0,1,1,0,1,0,1,1,0,-1
diminish,8,1.3744632291570383e-06,19.47270025819713,8,VB,3,0,diminish,0,0,0,0,0,1,0,1,0,0,-1
encourage,8,1.3744632291570383e-06,19.47270025819713,9,VB,2,0,encourag,0,0,0,0,1,0,1,0,0,1,1
punctual,8,1.3744632291570383e-06,19.47270025819713,8,JJ,1,0,punctual,0,1,0,0,0,0,1,0,0,1,1
bug,8,1.3744632291570383e-06,19.47270025819713,3,NN,1,0,bug,0,0,1,1,0,1,0,0,0,0,-1
intimately,8,1.3744632291570383e-06,19.47270025819713,10,RB,1,0,intim,0,1,0,1,1,0,0,0,0,0,0
expedient,8,1.3744632291570383e-06,19.47270025819713,9,JJ,2,0,expedi,0,0,0,0,1,0,1,0,0,1,1
deflation,8,1.3744632291570383e-06,19.47270025819713,9,NN,1,0,deflat,0,0,0,1,0,1,0,0,0,0,-1
disgust,8,1.3744632291570383e-06,19.47270025819713,7,NN,2,0,disgust,1,0,1,1,0,1,0,1,0,0,-1
shortage,8,1.3744632291570383e-06,19.47270025819713,8,NN,2,0,shortag,1,0,0,1,0,1,0,1,0,0,-1
inconvenient,8,1.3744632291570383e-06,19.47270025819713,12,JJ,2,0,inconveni,1,0,1,0,0,1,0,1,0,0,-1
reliance,8,1.3744632291570383e-06,19.47270025819713,8,NN,1,0,relianc,0,0,0,0,0,0,1,0,0,1,1
protecting,8,1.3744632291570383e-06,19.47270025819713,10,VBG,1,0,protect,0,0,0,0,0,0,1,0,0,1,1
malignancy,8,1.3744632291570383e-06,19.47270025819713,10,NN,1,0,malign,0,0,0,1,0,1,0,1,0,0,-1
incompatible,8,1.3744632291570383e-06,19.47270025819713,12,JJ,1,0,incompat,1,0,1,0,0,1,0,1,0,0,-1
antagonist,8,1.3744632291570383e-06,19.47270025819713,10,NN,1,0,antagonist,1,0,0,0,0,1,0,0,0,0,-1
demonstrative,7,1.2026553255124085e-06,19.665345336139524,13,JJ,2,0,demonstr,0,0,0,0,1,0,1,1,0,0,1
injured,7,1.2026553255124085e-06,19.665345336139524,7,JJ,2,0,injur,0,0,0,1,0,1,0,1,0,0,-1
comfort,7,1.2026553255124085e-06,19.665345336139524,7,NN,1,0,comfort,0,1,0,0,1,0,1,0,0,1,1
rook,7,1.2026553255124085e-06,19.665345336139524,4,NN,1,0,rook,1,0,1,0,0,1,0,0,0,0,-1
readiness,7,1.2026553255124085e-06,19.665345336139524,9,NN,1,0,readi,0,1,0,0,1,0,1,0,0,1,1
competent,7,1.2026553255124085e-06,19.665345336139524,9,NN,2,0,compet,0,0,0,0,0,0,1,0,0,1,1
desert,7,1.2026553255124085e-06,19.665345336139524,6,JJ,2,0,desert,1,0,1,1,0,1,0,1,0,0,-1
influential,7,1.2026553255124085e-06,19.665345336139524,11,JJ,1,0,influenti,0,0,0,0,0,0,1,0,0,1,1
impermeable,7,1.2026553255124085e-06,19.665345336139524,11,JJ,1,0,imperm,1,0,0,1,0,0,0,0,0,0,0
malaria,7,1.2026553255124085e-06,19.665345336139524,7,NN,3,0,malaria,0,0,1,1,0,1,0,1,0,0,-1
inoperative,7,1.2026553255124085e-06,19.665345336139524,11,JJ,1,0,inop,1,0,0,0,0,1,0,0,0,0,-1
faithful,7,1.2026553255124085e-06,19.665345336139524,8,JJ,1,0,faith,0,0,0,0,0,0,1,0,0,1,1
hunting,7,1.2026553255124085e-06,19.665345336139524,7,NN,2,0,hunt,1,1,0,1,0,1,0,0,0,0,-1
ribbon,7,1.2026553255124085e-06,19.665345336139524,6,NN,1,0,ribbon,1,1,0,0,1,0,1,0,0,0,1
harmful,7,1.2026553255124085e-06,19.665345336139524,7,JJ,2,0,harm,1,0,1,1,0,1,0,1,0,0,-1
war,7,1.2026553255124085e-06,19.665345336139524,3,NN,1,0,war,0,0,0,1,0,1,0,0,0,0,-1
infect,7,1.2026553255124085e-06,19.665345336139524,6,VB,1,0,infect,0,0,1,0,0,1,0,0,0,0,-1
rot,7,1.2026553255124085e-06,19.665345336139524,3,NN,1,0,rot,0,0,1,1,0,1,0,1,0,0,-1
foresee,7,1.2026553255124085e-06,19.665345336139524,7,VB,3,0,forese,0,1,0,0,0,0,1,0,1,1,1
credible,7,1.2026553255124085e-06,19.665345336139524,8,JJ,1,0,credibl,0,0,0,0,0,0,1,0,0,1,1
intruder,7,1.2026553255124085e-06,19.665345336139524,8,NN,1,0,intrud,1,0,0,1,0,1,0,0,1,0,-1
contaminate,7,1.2026553255124085e-06,19.665345336139524,11,VB,2,0,contamin,0,0,1,0,0,1,0,0,0,0,-1
precedence,7,1.2026553255124085e-06,19.665345336139524,10,NN,1,0,preced,0,0,0,0,0,0,1,0,0,1,1
mess,7,1.2026553255124085e-06,19.665345336139524,4,NN,2,0,mess,0,0,1,0,0,1,0,0,0,0,-1
depressing,7,1.2026553255124085e-06,19.665345336139524,10,VBG,1,0,depress,0,0,1,0,0,1,0,1,0,0,-1
monk,7,1.2026553255124085e-06,19.665345336139524,4,NN,2,0,monk,0,0,0,0,0,0,1,0,0,1,1
mortality,7,1.2026553255124085e-06,19.665345336139524,9,NN,1,0,mortal,1,0,0,1,0,1,0,1,0,0,-1
unexplained,7,1.2026553255124085e-06,19.665345336139524,11,JJ,2,0,unexplain,0,1,0,0,0,1,0,1,0,0,-1
destruction,7,1.2026553255124085e-06,19.665345336139524,11,NN,1,0,destruct,1,0,0,0,0,1,0,0,0,0,-1
sludge,7,1.2026553255124085e-06,19.665345336139524,6,NN,1,0,sludg,0,0,1,0,0,1,0,0,0,0,-1
promise,7,1.2026553255124085e-06,19.665345336139524,7,NN,1,0,promis,0,0,0,0,1,0,1,0,0,1,1
vigorous,7,1.2026553255124085e-06,19.665345336139524,8,JJ,1,0,vigor,0,0,0,0,0,0,1,0,0,1,1
dietary,7,1.2026553255124085e-06,19.665345336139524,7,JJ,1,0,dietari,0,1,0,0,0,0,1,0,0,0,1
enjoy,7,1.2026553255124085e-06,19.665345336139524,5,VB,2,0,enjoy,0,1,0,0,1,0,1,0,0,1,1
honor,6,1.0308474218677786e-06,19.88773775747597,5,VB,1,0,honor,0,0,0,0,0,0,1,0,0,1,1
cannon,6,1.0308474218677786e-06,19.88773775747597,6,NN,2,0,cannon,1,0,0,1,0,1,0,0,0,0,-1
radiance,6,1.0308474218677786e-06,19.88773775747597,8,NN,1,0,radianc,0,1,0,0,1,0,1,0,0,1,1
beating,6,1.0308474218677786e-06,19.88773775747597,7,NN,2,0,beat,1,0,0,1,0,1,0,1,0,0,-1
dove,6,1.0308474218677786e-06,19.88773775747597,4,JJ,4,0,dove,0,1,0,0,1,0,1,0,0,1,1
tremor,6,1.0308474218677786e-06,19.88773775747597,6,NN,2,0,tremor,1,1,0,1,0,1,0,1,0,0,-1
deleterious,6,1.0308474218677786e-06,19.88773775747597,11,JJ,1,0,deleteri,1,0,1,1,0,1,0,0,0,0,-1
disagreement,6,1.0308474218677786e-06,19.88773775747597,12,NN,2,0,disagr,1,0,0,0,0,1,0,1,0,0,-1
sing,6,1.0308474218677786e-06,19.88773775747597,4,VBG,1,0,sing,0,1,0,0,1,0,1,1,0,1,1
choke,6,1.0308474218677786e-06,19.88773775747597,5,NN,2,0,choke,1,0,0,0,0,1,0,1,0,0,-1
crushed,6,1.0308474218677786e-06,19.88773775747597,7,VBN,3,0,crush,1,0,1,1,0,1,0,1,0,0,-1
discipline,6,1.0308474218677786e-06,19.88773775747597,10,NN,2,0,disciplin,0,0,0,1,0,1,0,0,0,0,-1
moody,6,1.0308474218677786e-06,19.88773775747597,5,NN,1,0,moodi,1,0,0,0,0,1,0,1,0,0,-1
imminent,6,1.0308474218677786e-06,19.88773775747597,8,JJ,1,0,immin,0,1,0,1,0,0,0,0,0,0,0
incursion,6,1.0308474218677786e-06,19.88773775747597,9,NN,1,0,incurs,0,0,0,1,0,1,0,0,0,0,-1
troublesome,6,1.0308474218677786e-06,19.88773775747597,11,JJ,2,0,troublesom,1,0,0,1,0,1,0,0,0,0,-1
vulnerability,6,1.0308474218677786e-06,19.88773775747597,13,NN,1,0,vulner,0,0,0,1,0,1,0,1,0,0,-1
infant,6,1.0308474218677786e-06,19.88773775747597,6,JJ,2,0,infant,0,1,0,1,1,0,1,0,1,0,1
burke,6,1.0308474218677786e-06,19.88773775747597,5,NN,1,0,burk,1,0,1,1,0,1,0,1,0,0,-1
parasite,6,1.0308474218677786e-06,19.88773775747597,8,NN,2,0,parasit,0,0,1,1,0,1,0,0,0,0,-1
lagging,6,1.0308474218677786e-06,19.88773775747597,7,VBG,2,0,lag,1,1,1,0,0,1,0,1,0,0,-1
wrongly,6,1.0308474218677786e-06,19.88773775747597,7,RB,2,0,wrongli,1,0,0,1,0,1,0,1,0,0,-1
moderator,6,1.0308474218677786e-06,19.88773775747597,9,NN,1,0,moder,0,0,0,0,0,0,1,0,0,1,1
cur,6,1.0308474218677786e-06,19.88773775747597,3,VB,3,0,cur,1,0,1,1,0,1,0,0,0,0,-1
whiteness,6,1.0308474218677786e-06,19.88773775747597,9,NN,2,0,white,0,0,0,0,1,0,1,0,0,0,1
perplexity,6,1.0308474218677786e-06,19.88773775747597,10,NN,1,0,perplex,0,0,0,0,0,1,0,1,0,0,-1
congruence,6,1.0308474218677786e-06,19.88773775747597,10,NN,1,0,congruenc,0,0,0,0,0,0,1,0,0,1,1
pneumonia,6,1.0308474218677786e-06,19.88773775747597,9,NN,2,0,pneumonia,0,0,0,1,0,1,0,0,0,0,-1
grab,6,1.0308474218677786e-06,19.88773775747597,4,VB,1,0,grab,1,0,0,0,0,1,0,0,0,0,-1
sob,6,1.0308474218677786e-06,19.88773775747597,3,JJ,2,0,sob,0,0,0,0,0,1,0,1,0,0,-1
judicious,6,1.0308474218677786e-06,19.88773775747597,9,JJ,1,0,judici,0,0,0,0,0,0,1,0,0,1,1
happy,6,1.0308474218677786e-06,19.88773775747597,5,JJ,1,0,happi,0,1,0,0,1,0,1,0,0,1,1
upright,6,1.0308474218677786e-06,19.88773775747597,7,JJ,1,0,upright,0,0,0,0,0,0,1,0,0,1,1
glide,6,1.0308474218677786e-06,19.88773775747597,5,NN,2,0,glide,0,1,0,0,1,0,1,0,0,0,1
derision,6,1.0308474218677786e-06,19.88773775747597,8,NN,1,0,deris,1,0,1,0,0,1,0,0,0,0,-1
sarcoma,6,1.0308474218677786e-06,19.88773775747597,7,NN,2,0,sarcoma,0,0,0,1,0,1,0,1,0,0,-1
disparity,6,1.0308474218677786e-06,19.88773775747597,9,NN,1,0,dispar,1,0,1,0,0,1,0,1,0,0,-1
constancy,6,1.0308474218677786e-06,19.88773775747597,9,NN,1,0,constanc,0,0,0,0,0,0,1,0,0,1,1
hunter,6,1.0308474218677786e-06,19.88773775747597,6,NN,1,0,hunter,0,1,0,1,0,1,0,1,0,0,-1
inflation,6,1.0308474218677786e-06,19.88773775747597,9,NN,1,0,inflat,0,0,0,1,0,1,0,0,0,0,-1
debris,6,1.0308474218677786e-06,19.88773775747597,6,NN,3,0,debri,0,0,1,0,0,1,0,0,0,0,-1
vacuous,6,1.0308474218677786e-06,19.88773775747597,7,JJ,1,0,vacuou,0,0,1,0,0,1,0,0,0,0,-1
rumor,6,1.0308474218677786e-06,19.88773775747597,5,NN,1,0,rumor,0,0,0,0,0,1,0,1,0,0,-1
greeting,6,1.0308474218677786e-06,19.88773775747597,8,NN,2,0,greet,0,0,0,0,0,0,1,0,1,0,1
egregious,6,1.0308474218677786e-06,19.88773775747597,9,JJ,1,0,egregi,1,0,1,0,0,1,0,0,0,0,-1
spa,6,1.0308474218677786e-06,19.88773775747597,3,NN,2,0,spa,0,1,0,0,1,0,1,0,1,1,1
cop,5,8.590395182231489e-07,20.150772163309767,3,NN,1,0,cop,0,0,0,1,0,0,0,0,0,1,0
anxiety,5,8.590395182231489e-07,20.150772163309767,7,NN,1,0,anxieti,1,1,0,1,0,1,0,1,0,0,-1
cohesive,5,8.590395182231489e-07,20.150772163309767,8,JJ,1,0,cohes,0,0,0,0,0,0,1,0,0,1,1
pregnancy,5,8.590395182231489e-07,20.150772163309767,9,NN,1,0,pregnanc,0,0,1,0,0,1,0,0,0,0,-1
regressive,5,8.590395182231489e-07,20.150772163309767,10,NN,2,0,regress,0,0,0,0,0,1,1,0,0,0,0
buzz,5,8.590395182231489e-07,20.150772163309767,4,NN,2,0,buzz,0,1,0,1,0,0,1,0,0,0,1
volatility,5,8.590395182231489e-07,20.150772163309767,10,NN,1,0,volatil,1,1,0,1,0,1,0,0,1,0,-1
debt,5,8.590395182231489e-07,20.150772163309767,4,NN,1,0,debt,0,0,0,0,0,1,0,1,0,0,-1
cabinet,5,8.590395182231489e-07,20.150772163309767,7,NN,1,0,cabinet,0,0,0,0,0,0,1,0,0,1,1
intimate,5,8.590395182231489e-07,20.150772163309767,8,JJ,3,0,intim,0,1,0,0,1,0,1,0,0,1,1
theft,5,8.590395182231489e-07,20.150772163309767,5,NN,1,0,theft,1,0,1,1,0,1,0,1,0,0,-1
dawn,5,8.590395182231489e-07,20.150772163309767,4,NN,2,0,dawn,0,1,0,0,1,0,1,0,1,1,1
discourage,5,8.590395182231489e-07,20.150772163309767,10,VB,1,0,discourag,0,0,0,1,0,1,0,1,0,0,-1
purify,5,8.590395182231489e-07,20.150772163309767,6,VB,1,0,purifi,0,0,0,0,1,0,1,0,0,1,1
inconsequential,5,8.590395182231489e-07,20.150772163309767,15,JJ,1,0,inconsequenti,0,0,0,0,0,1,0,1,0,0,-1
accidental,5,8.590395182231489e-07,20.150772163309767,10,JJ,1,0,accident,0,0,0,1,0,1,0,0,1,0,-1
excitement,5,8.590395182231489e-07,20.150772163309767,10,NN,1,0,excit,0,1,0,0,1,0,1,0,1,0,1
cement,5,8.590395182231489e-07,20.150772163309767,6,NN,2,0,cement,0,1,0,0,0,0,0,0,0,1,0
pastry,5,8.590395182231489e-07,20.150772163309767,6,NN,1,0,pastri,0,0,0,0,1,0,1,0,0,0,1
swelling,5,8.590395182231489e-07,20.150772163309767,8,NN,2,0,swell,0,0,0,1,0,1,0,0,0,0,-1
excel,5,8.590395182231489e-07,20.150772163309767,5,NN,2,0,excel,0,1,0,0,1,0,1,0,1,1,1
divergent,5,8.590395182231489e-07,20.150772163309767,9,JJ,2,0,diverg,0,0,0,0,0,1,0,0,1,0,-1
opposition,5,8.590395182231489e-07,20.150772163309767,10,NN,1,0,opposit,1,0,0,0,0,1,0,0,0,0,-1
disturbed,5,8.590395182231489e-07,20.150772163309767,9,VBN,1,0,disturb,1,0,0,0,0,1,0,1,0,0,-1
patience,5,8.590395182231489e-07,20.150772163309767,8,NN,1,0,patienc,0,1,0,0,0,0,1,0,0,1,1
tolerate,5,8.590395182231489e-07,20.150772163309767,8,VB,2,0,toler,1,0,0,0,0,1,0,1,0,0,-1
cytomegalovirus,5,8.590395182231489e-07,20.150772163309767,15,NN,1,0,cytomegaloviru,0,0,0,0,0,1,0,1,0,0,-1
prey,5,8.590395182231489e-07,20.150772163309767,4,JJ,2,0,prey,0,0,0,1,0,1,0,0,0,0,-1
beauty,5,8.590395182231489e-07,20.150772163309767,6,NN,1,0,beauti,0,0,0,0,1,0,1,0,0,0,1
immature,5,8.590395182231489e-07,20.150772163309767,8,JJ,3,0,immatur,0,1,0,0,0,1,0,0,0,0,-1
